sku,sku_description,promo_type,regular_retail,discount_percent,promo_retail,margin_lift,sales_lift,volume_lift,sales_revenue,margin_dollars,margin_rate
SKU101685,Product Description 1685,vendor flyer,38.89,29.13,27.56,2.87,117.26,141.28,1681.16,284.67,16.93
SKU101686,Product Description 1686,weekly b flyer,67.88,38.3,41.88,3.48,171.57,7.16,18427.2,6029.52,32.72
SKU101687,Product Description 1687,weekly b flyer,78.67,8.93,71.65,1.06,117.55,139.25,15548.05,5343.61,34.37
SKU101688,Product Description 1688,cm promo,54.01,34.17,35.55,2.95,150.61,187.91,9349.65,3171.42,33.92
SKU101689,Product Description 1689,cm promo,59.8,25.44,44.59,5.16,150.97,37.4,4057.69,485.5,11.96
SKU101690,Product Description 1690,weekly a flyer,21.66,10.12,19.47,9.49,96.45,105.22,7749.06,2718.49,35.08
SKU101691,Product Description 1691,temporary price reduction,30.16,15.4,25.52,4.19,233.82,139.96,9978.32,2956.35,29.63
SKU101692,Product Description 1692,weekly a flyer,17.87,21.88,13.96,6.58,239.18,47.56,1619.36,411.71,25.42
SKU101693,Product Description 1693,cm promo,26.43,29.19,18.71,4.56,147.55,150.81,9036.93,2106.86,23.31
SKU101694,Product Description 1694,vendor flyer,24.04,13.49,20.8,0.94,22.56,173.88,4534.4,646.49,14.26
SKU101695,Product Description 1695,cm promo,52.91,23.72,40.36,5.28,125.33,163.28,8112.36,2970.22,36.61
SKU101696,Product Description 1696,temporary price reduction,57.14,28.96,40.59,1.13,50.18,53.26,9985.14,3670.5,36.76
SKU101697,Product Description 1697,cm promo,94.6,20.71,75.01,8.9,123.39,161.23,4650.62,1418.8,30.51
SKU101698,Product Description 1698,temporary price reduction,21.17,35.21,13.72,7.65,51.18,83.84,3814.16,1052.86,27.6
SKU101699,Product Description 1699,temporary price reduction,64.88,35.43,41.89,4.1,177.44,54.76,17719.47,5100.86,28.79
SKU101700,Product Description 1700,temporary price reduction,82.09,21.47,64.46,6.58,24.71,35.26,13601.06,3841.34,28.24
SKU101701,Product Description 1701,temporary price reduction,56.9,39.05,34.68,1.56,238.56,181.98,5271.36,762.05,14.46
SKU101702,Product Description 1702,temporary price reduction,26.99,7.65,24.93,7.17,52.87,86.53,4487.4,668.62,14.9
SKU101703,Product Description 1703,vendor flyer,27.73,5.12,26.31,8.32,166.86,173.41,3814.95,604.1,15.84
SKU101704,Product Description 1704,weekly a flyer,5.85,18.32,4.78,8.31,229.66,33.59,1266.7,219.67,17.34
SKU101705,Product Description 1705,weekly b flyer,31.93,26.04,23.62,3.2,65.73,153.86,5905.0,2290.45,38.79
SKU101706,Product Description 1706,weekly a flyer,74.97,27.02,54.71,3.01,233.9,23.78,9847.8,3497.78,35.52
SKU101707,Product Description 1707,temporary price reduction,6.66,21.68,5.22,5.45,100.23,5.48,2385.54,430.21,18.03
SKU101708,Product Description 1708,vendor flyer,23.49,9.37,21.29,9.69,240.33,199.02,5343.79,1183.9,22.15
SKU101709,Product Description 1709,cm promo,71.21,10.97,63.4,9.24,242.98,16.56,21556.0,4264.14,19.78
SKU101710,Product Description 1710,vendor flyer,78.7,34.83,51.29,3.92,51.08,93.39,16669.25,3082.49,18.49
SKU101711,Product Description 1711,temporary price reduction,46.62,35.38,30.13,7.91,208.62,175.92,12353.3,1563.81,12.66
SKU101712,Product Description 1712,vendor flyer,70.41,28.59,50.28,9.25,52.39,164.24,23983.56,5023.53,20.95
SKU101713,Product Description 1713,vendor flyer,40.02,28.25,28.72,2.98,60.48,95.29,10942.32,3472.32,31.73
SKU101714,Product Description 1714,temporary price reduction,17.67,25.92,13.09,8.39,25.61,122.95,1269.73,476.27,37.51
SKU101715,Product Description 1715,vendor flyer,41.02,12.1,36.06,3.05,43.35,126.68,3317.52,896.97,27.04
SKU101716,Product Description 1716,weekly b flyer,58.84,19.99,47.08,3.76,159.89,23.75,6120.4,1144.79,18.7
SKU101717,Product Description 1717,weekly b flyer,94.91,29.36,67.05,2.39,115.07,58.41,7844.85,2474.5,31.54
SKU101718,Product Description 1718,vendor flyer,8.74,23.8,6.66,5.32,198.78,61.59,1884.78,686.02,36.4
SKU101719,Product Description 1719,cm promo,51.72,5.65,48.8,8.51,86.34,76.87,14152.0,1420.54,10.04
SKU101720,Product Description 1720,temporary price reduction,34.23,38.37,21.09,5.52,242.31,56.24,5230.32,1434.87,27.43
SKU101721,Product Description 1721,weekly b flyer,51.81,34.57,33.9,1.67,17.22,51.8,7864.8,2635.54,33.51
SKU101722,Product Description 1722,cm promo,4.35,14.12,3.74,2.89,20.42,72.25,968.66,339.64,35.06
SKU101723,Product Description 1723,vendor flyer,32.68,26.58,23.99,5.85,176.84,77.09,4869.97,687.47,14.12
SKU101724,Product Description 1724,cm promo,82.35,37.31,51.62,6.04,222.45,98.47,10736.96,1654.77,15.41
SKU101725,Product Description 1725,weekly a flyer,56.29,8.36,51.58,5.98,199.9,36.36,11914.98,2573.68,21.6
SKU101726,Product Description 1726,weekly b flyer,46.16,22.61,35.73,1.23,125.01,158.09,8325.09,1963.43,23.58
SKU101727,Product Description 1727,vendor flyer,29.98,20.97,23.69,7.66,71.06,172.41,2487.45,284.98,11.46
SKU101728,Product Description 1728,temporary price reduction,31.21,19.36,25.17,9.14,8.3,51.14,4429.92,1468.61,33.15
SKU101729,Product Description 1729,vendor flyer,39.54,34.25,26.0,5.35,129.82,26.41,2652.0,730.31,27.54
SKU101730,Product Description 1730,temporary price reduction,83.89,18.32,68.52,7.33,121.53,145.02,17061.48,6698.35,39.26
SKU101731,Product Description 1731,vendor flyer,96.79,7.23,89.79,9.18,89.34,185.0,44356.26,12172.38,27.44
SKU101732,Product Description 1732,cm promo,44.99,7.3,41.7,6.6,146.63,8.96,3461.1,985.5,28.47
SKU101733,Product Description 1733,cm promo,40.55,6.5,37.92,6.91,183.56,4.86,3602.4,414.82,11.52
SKU101734,Product Description 1734,cm promo,84.96,19.32,68.55,7.35,176.72,38.32,17617.35,5153.61,29.25
SKU101735,Product Description 1735,weekly a flyer,43.84,30.14,30.62,2.97,69.5,137.59,11911.18,1781.47,14.96
SKU101736,Product Description 1736,temporary price reduction,56.1,12.13,49.29,6.04,148.4,193.03,18680.91,3176.16,17.0
SKU101737,Product Description 1737,cm promo,24.63,27.63,17.83,8.5,41.45,150.58,1765.17,628.08,35.58
SKU101738,Product Description 1738,weekly a flyer,74.86,29.05,53.11,3.31,34.79,115.46,13065.06,1452.64,11.12
SKU101739,Product Description 1739,temporary price reduction,54.13,13.93,46.59,9.02,197.53,140.71,2795.4,589.02,21.07
SKU101740,Product Description 1740,vendor flyer,81.29,26.02,60.14,6.39,174.97,47.68,25258.8,5583.07,22.1
SKU101741,Product Description 1741,weekly a flyer,78.51,28.97,55.77,4.52,193.14,138.33,15615.6,6191.4,39.65
SKU101742,Product Description 1742,weekly b flyer,23.07,21.33,18.15,6.42,42.35,65.65,2450.25,466.13,19.02
SKU101743,Product Description 1743,weekly a flyer,72.13,16.79,60.02,4.32,229.08,46.04,22807.6,8742.41,38.33
SKU101744,Product Description 1744,weekly a flyer,80.41,26.67,58.96,8.46,37.61,48.84,11497.2,3959.47,34.44
SKU101745,Product Description 1745,temporary price reduction,35.92,39.22,21.83,5.08,218.16,134.22,4540.64,1681.92,37.04
SKU101746,Product Description 1746,vendor flyer,18.92,19.94,15.15,9.06,91.33,153.91,5560.05,1593.17,28.65
SKU101747,Product Description 1747,weekly b flyer,2.26,18.71,1.84,5.34,30.83,117.2,132.48,21.37,16.13
SKU101748,Product Description 1748,cm promo,46.19,21.25,36.37,6.77,75.26,14.64,14875.33,2793.37,18.78
SKU101749,Product Description 1749,cm promo,36.54,7.67,33.74,9.98,49.45,9.53,7760.2,2855.69,36.8
SKU101750,Product Description 1750,weekly a flyer,56.38,24.36,42.65,1.9,125.21,45.0,4734.15,759.65,16.05
SKU101751,Product Description 1751,temporary price reduction,20.43,16.5,17.06,7.5,237.69,58.72,2098.38,549.24,26.17
SKU101752,Product Description 1752,temporary price reduction,86.25,9.25,78.27,1.82,85.33,82.15,5165.82,2015.76,39.02
SKU101753,Product Description 1753,cm promo,27.26,21.32,21.45,8.47,154.96,17.05,9244.95,3077.2,33.29
SKU101754,Product Description 1754,weekly b flyer,24.19,5.12,22.95,6.17,223.47,145.58,7940.7,1305.8,16.44
SKU101755,Product Description 1755,vendor flyer,49.11,19.06,39.75,9.41,159.37,142.88,12084.0,2175.24,18.0
SKU101756,Product Description 1756,weekly b flyer,50.89,8.7,46.46,8.73,93.74,70.64,19234.44,6606.93,34.35
SKU101757,Product Description 1757,vendor flyer,23.08,5.85,21.73,1.21,247.76,113.47,6801.49,2643.06,38.86
SKU101758,Product Description 1758,cm promo,28.64,33.86,18.94,1.8,50.92,21.98,8788.16,2736.98,31.14
SKU101759,Product Description 1759,vendor flyer,18.63,37.07,11.72,6.21,133.2,84.21,4148.88,670.14,16.15
SKU101760,Product Description 1760,temporary price reduction,72.41,12.27,63.53,5.42,200.19,171.8,26492.01,3138.85,11.85
SKU101761,Product Description 1761,weekly a flyer,77.47,23.88,58.97,2.1,5.16,132.8,13798.98,3148.02,22.81
SKU101762,Product Description 1762,weekly a flyer,47.31,14.73,40.34,1.73,177.0,22.58,19403.54,7231.09,37.27
SKU101763,Product Description 1763,cm promo,71.98,22.28,55.95,5.86,70.29,169.82,12868.5,3209.07,24.94
SKU101764,Product Description 1764,temporary price reduction,74.12,20.28,59.09,0.96,46.58,136.78,29249.55,2935.56,10.04
SKU101765,Product Description 1765,weekly b flyer,15.55,14.42,13.31,8.8,72.18,91.71,3553.77,420.76,11.84
SKU101766,Product Description 1766,temporary price reduction,96.69,29.51,68.15,8.17,241.87,139.03,10563.25,1077.84,10.2
SKU101767,Product Description 1767,weekly a flyer,82.46,9.43,74.69,7.96,223.52,36.22,36075.27,6860.64,19.02
SKU101768,Product Description 1768,weekly a flyer,22.04,6.86,20.53,0.65,57.37,111.0,2135.12,581.12,27.22
SKU101769,Product Description 1769,temporary price reduction,20.24,31.87,13.79,0.95,33.67,124.35,2564.94,338.73,13.21
SKU101770,Product Description 1770,temporary price reduction,14.31,28.31,10.26,5.72,94.22,185.69,3457.62,454.49,13.14
SKU101771,Product Description 1771,weekly a flyer,15.56,22.45,12.07,9.95,150.12,15.24,4731.44,1687.66,35.67
SKU101772,Product Description 1772,weekly b flyer,75.32,21.37,59.22,3.75,217.45,76.21,23747.22,3974.91,16.74
SKU101773,Product Description 1773,cm promo,48.03,22.41,37.27,3.77,241.69,187.49,3950.62,490.7,12.42
SKU101774,Product Description 1774,cm promo,78.73,20.3,62.75,1.78,189.03,45.01,9349.75,1219.62,13.04
SKU101775,Product Description 1775,temporary price reduction,75.13,18.75,61.04,6.91,151.76,163.01,3296.16,619.51,18.79
SKU101776,Product Description 1776,cm promo,61.25,22.49,47.48,6.64,39.87,2.32,20131.52,4807.26,23.88
SKU101777,Product Description 1777,weekly a flyer,69.26,23.5,52.99,1.46,23.14,7.13,8531.39,1424.53,16.7
SKU101778,Product Description 1778,weekly a flyer,3.8,29.22,2.69,4.94,151.03,66.87,1339.62,328.41,24.52
SKU101779,Product Description 1779,temporary price reduction,32.55,29.89,22.82,6.84,137.07,154.16,11022.06,3346.63,30.36
SKU101780,Product Description 1780,temporary price reduction,64.51,18.22,52.76,5.19,212.29,22.62,7597.44,2448.8,32.23
SKU101781,Product Description 1781,temporary price reduction,2.92,19.47,2.35,6.91,84.04,77.81,864.8,205.65,23.78
SKU101782,Product Description 1782,weekly b flyer,5.23,18.08,4.28,8.25,14.72,28.03,1164.16,306.42,26.32
SKU101783,Product Description 1783,cm promo,85.49,23.78,65.16,7.02,108.81,46.27,15312.6,3715.62,24.27
SKU101784,Product Description 1784,temporary price reduction,69.03,20.87,54.63,6.35,242.45,101.59,26768.7,8613.92,32.18
SKU101785,Product Description 1785,vendor flyer,28.01,36.14,17.89,8.61,199.92,65.19,7513.8,1674.26,22.28
SKU101786,Product Description 1786,vendor flyer,69.42,29.37,49.03,9.06,13.27,43.96,9119.58,1836.48,20.14
SKU101787,Product Description 1787,weekly a flyer,79.66,36.45,50.62,4.19,219.3,79.91,13869.88,2190.68,15.79
SKU101788,Product Description 1788,cm promo,32.07,29.82,22.51,2.15,120.56,140.81,6753.0,1505.94,22.3
SKU101789,Product Description 1789,temporary price reduction,5.53,38.98,3.37,8.27,94.37,25.64,1361.48,235.78,17.32
SKU101790,Product Description 1790,vendor flyer,93.41,27.25,67.96,2.53,89.95,96.96,5097.0,1779.79,34.92
SKU101791,Product Description 1791,cm promo,35.83,38.72,21.96,9.33,150.81,56.39,5270.4,1916.75,36.37
SKU101792,Product Description 1792,weekly a flyer,12.44,10.54,11.13,0.72,135.0,76.97,2704.59,936.08,34.61
SKU101793,Product Description 1793,weekly b flyer,50.2,6.84,46.77,9.25,165.87,164.67,15855.03,2316.74,14.61
SKU101794,Product Description 1794,cm promo,77.31,25.27,57.77,6.1,145.54,186.09,22299.22,5199.18,23.32
SKU101795,Product Description 1795,cm promo,23.72,39.42,14.37,7.86,40.27,50.11,790.35,208.18,26.34
SKU101796,Product Description 1796,weekly b flyer,28.41,19.62,22.84,4.29,68.02,126.73,8382.28,1436.32,17.14
SKU101797,Product Description 1797,cm promo,25.79,12.42,22.59,9.92,211.05,135.98,9036.0,3278.05,36.28
SKU101798,Product Description 1798,weekly a flyer,99.18,23.25,76.12,2.66,167.5,168.81,20476.28,8152.38,39.81
SKU101799,Product Description 1799,weekly a flyer,21.35,27.71,15.43,3.01,114.86,180.01,4042.66,1239.93,30.67
SKU101800,Product Description 1800,weekly b flyer,58.4,16.03,49.04,0.99,49.74,94.66,6080.96,1978.33,32.53
SKU101801,Product Description 1801,temporary price reduction,92.68,30.02,64.86,9.43,6.88,196.55,30743.64,9462.92,30.78
SKU101802,Product Description 1802,vendor flyer,16.4,39.13,9.98,4.83,81.41,194.22,3582.82,386.69,10.79
SKU101803,Product Description 1803,temporary price reduction,97.14,36.39,61.79,6.91,18.44,102.28,13161.27,3022.83,22.97
SKU101804,Product Description 1804,cm promo,94.85,15.21,80.43,7.03,123.16,109.32,22520.4,5028.05,22.33
SKU101805,Product Description 1805,vendor flyer,88.69,16.44,74.11,8.81,206.34,134.21,21417.79,4354.22,20.33
SKU101806,Product Description 1806,weekly b flyer,23.03,18.0,18.88,6.82,74.92,76.02,2643.2,741.9,28.07
SKU101807,Product Description 1807,weekly b flyer,64.14,18.81,52.08,5.84,212.7,133.08,20259.12,2153.69,10.63
SKU101808,Product Description 1808,vendor flyer,76.57,8.51,70.05,7.25,177.62,103.83,11348.1,1225.84,10.8
SKU101809,Product Description 1809,weekly a flyer,98.63,31.67,67.4,7.63,35.69,9.02,26218.6,4436.88,16.92
SKU101810,Product Description 1810,vendor flyer,19.68,17.79,16.18,2.27,162.92,170.84,2896.22,974.56,33.65
SKU101811,Product Description 1811,cm promo,77.07,35.79,49.48,1.54,42.16,188.21,7422.0,1008.95,13.59
SKU101812,Product Description 1812,weekly a flyer,35.2,37.44,22.02,1.21,165.42,7.19,1673.52,618.74,36.97
SKU101813,Product Description 1813,weekly b flyer,19.21,5.86,18.09,4.05,39.97,158.27,1212.03,255.78,21.1
SKU101814,Product Description 1814,vendor flyer,43.29,39.6,26.15,5.23,101.17,78.39,6642.1,1745.78,26.28
SKU101815,Product Description 1815,temporary price reduction,79.8,29.85,55.98,6.35,143.82,117.96,14498.82,5628.95,38.82
SKU101816,Product Description 1816,temporary price reduction,47.56,23.21,36.52,9.6,17.34,101.0,15667.08,2018.36,12.88
SKU101817,Product Description 1817,cm promo,54.68,18.63,44.49,3.64,42.56,111.16,2669.4,298.1,11.17
SKU101818,Product Description 1818,temporary price reduction,99.53,23.15,76.49,7.73,83.5,100.05,36485.73,4662.21,12.78
SKU101819,Product Description 1819,vendor flyer,41.11,16.36,34.38,5.55,118.27,170.97,1822.14,623.65,34.23
SKU101820,Product Description 1820,vendor flyer,62.31,26.79,45.61,2.59,215.33,137.33,6932.72,2080.55,30.01
SKU101821,Product Description 1821,temporary price reduction,37.79,8.25,34.67,6.35,50.88,83.7,8806.18,997.57,11.33
SKU101822,Product Description 1822,vendor flyer,40.49,26.74,29.66,9.69,90.13,138.34,3915.12,1441.05,36.81
SKU101823,Product Description 1823,cm promo,70.17,14.64,59.9,1.68,121.57,193.08,5510.8,1239.98,22.5
SKU101824,Product Description 1824,weekly a flyer,93.91,5.62,88.63,5.32,77.47,17.9,26677.63,6785.28,25.43
SKU101825,Product Description 1825,cm promo,55.15,24.34,41.72,0.99,158.31,78.84,3671.36,1301.24,35.44
SKU101826,Product Description 1826,cm promo,77.3,25.25,57.79,3.55,67.87,174.35,21035.56,2819.33,13.4
SKU101827,Product Description 1827,vendor flyer,10.74,19.93,8.6,6.4,194.23,148.33,1737.2,624.96,35.98
SKU101828,Product Description 1828,weekly a flyer,22.69,7.53,20.98,8.49,128.76,187.12,8056.32,1790.02,22.22
SKU101829,Product Description 1829,vendor flyer,51.21,36.27,32.64,7.44,26.14,9.88,9530.88,2902.59,30.45
SKU101830,Product Description 1830,weekly b flyer,3.96,26.4,2.91,4.9,158.61,172.83,387.03,106.28,27.46
SKU101831,Product Description 1831,vendor flyer,26.78,9.05,24.36,9.14,144.46,158.78,9402.96,3164.96,33.66
SKU101832,Product Description 1832,vendor flyer,52.71,22.88,40.65,3.38,87.96,163.38,4227.6,898.78,21.26
SKU101833,Product Description 1833,vendor flyer,3.47,22.4,2.69,7.66,7.73,120.26,995.3,102.91,10.34
SKU101834,Product Description 1834,weekly a flyer,27.93,7.11,25.94,5.0,54.17,12.28,3683.48,552.29,14.99
SKU101835,Product Description 1835,vendor flyer,52.38,26.24,38.64,9.04,104.4,108.75,6066.48,1183.2,19.5
SKU101836,Product Description 1836,weekly a flyer,58.17,33.29,38.8,8.08,53.98,82.73,15054.4,2605.7,17.31
SKU101837,Product Description 1837,temporary price reduction,92.72,31.22,63.78,9.06,146.49,106.35,25448.22,3771.78,14.82
SKU101838,Product Description 1838,weekly b flyer,65.24,12.1,57.34,2.54,179.52,148.58,26261.72,6781.72,25.82
SKU101839,Product Description 1839,weekly a flyer,42.64,35.18,27.64,6.85,214.72,120.0,7435.16,1709.24,22.99
SKU101840,Product Description 1840,temporary price reduction,93.17,16.99,77.34,7.52,163.51,59.93,6651.24,873.67,13.14
SKU101841,Product Description 1841,weekly a flyer,78.92,38.13,48.83,7.55,173.81,120.7,13818.89,2642.39,19.12
SKU101842,Product Description 1842,weekly a flyer,21.6,7.51,19.98,5.29,154.07,18.46,3416.58,1227.21,35.92
SKU101843,Product Description 1843,weekly b flyer,14.82,22.02,11.56,0.61,246.44,3.06,1433.44,238.15,16.61
SKU101844,Product Description 1844,cm promo,68.23,25.9,50.56,2.98,68.95,81.5,12993.92,5109.05,39.32
SKU101845,Product Description 1845,cm promo,56.87,13.67,49.1,3.57,70.23,151.92,19001.7,2769.34,14.57
SKU101846,Product Description 1846,weekly a flyer,79.39,32.0,53.99,8.59,35.95,164.88,19382.41,3169.22,16.35
SKU101847,Product Description 1847,vendor flyer,74.4,26.94,54.36,8.49,123.99,110.87,6631.92,999.94,15.08
SKU101848,Product Description 1848,temporary price reduction,63.27,5.63,59.71,1.49,28.56,173.87,27526.31,10815.7,39.29
SKU101849,Product Description 1849,vendor flyer,98.67,26.29,72.73,9.52,71.19,26.93,10182.2,1102.38,10.83
SKU101850,Product Description 1850,vendor flyer,54.29,22.2,42.24,2.23,123.26,192.89,17529.6,3782.19,21.58
SKU101851,Product Description 1851,weekly a flyer,13.08,11.86,11.53,4.44,239.61,184.51,4116.21,658.53,16.0
SKU101852,Product Description 1852,weekly a flyer,83.17,39.85,50.03,2.54,241.13,120.65,24864.91,5719.73,23.0
SKU101853,Product Description 1853,weekly a flyer,26.68,36.4,16.97,8.67,187.22,13.63,5820.71,1735.01,29.81
SKU101854,Product Description 1854,weekly a flyer,78.18,15.24,66.27,7.62,100.37,91.93,23128.23,7196.48,31.12
SKU101855,Product Description 1855,cm promo,95.8,23.94,72.87,3.86,216.96,37.5,28565.04,10826.72,37.9
SKU101856,Product Description 1856,weekly a flyer,70.29,16.08,58.99,6.98,219.49,126.43,16753.16,3974.61,23.72
SKU101857,Product Description 1857,cm promo,60.41,32.14,40.99,2.25,228.0,39.61,15043.33,5369.31,35.69
SKU101858,Product Description 1858,cm promo,47.12,37.56,29.42,4.13,161.81,97.4,7737.46,1777.64,22.97
SKU101859,Product Description 1859,weekly a flyer,37.71,17.56,31.09,4.08,54.44,42.71,3637.53,773.07,21.25
SKU101860,Product Description 1860,weekly b flyer,36.59,33.2,24.44,2.76,27.31,38.01,6672.12,1783.96,26.74
SKU101861,Product Description 1861,temporary price reduction,64.36,22.44,49.91,8.82,229.12,51.09,13226.15,4670.19,35.31
SKU101862,Product Description 1862,vendor flyer,75.62,18.88,61.34,6.95,18.61,7.78,13188.1,3563.26,27.02
SKU101863,Product Description 1863,cm promo,68.49,37.84,42.57,3.16,77.49,143.79,20561.31,2804.53,13.64
SKU101864,Product Description 1864,temporary price reduction,21.44,22.86,16.54,2.8,124.31,62.73,1819.4,477.75,26.26
SKU101865,Product Description 1865,weekly b flyer,50.41,21.36,39.64,0.67,10.38,140.23,13200.12,3922.83,29.72
SKU101866,Product Description 1866,vendor flyer,79.58,28.54,56.87,3.79,227.19,131.39,6767.53,1428.43,21.11
SKU101867,Product Description 1867,vendor flyer,48.62,14.14,41.74,5.5,75.34,15.09,16779.48,3596.54,21.43
SKU101868,Product Description 1868,cm promo,54.59,16.37,45.65,3.14,11.98,63.78,3652.0,1361.52,37.28
SKU101869,Product Description 1869,weekly a flyer,77.57,37.62,48.39,7.15,248.43,114.24,11323.26,3725.95,32.91
SKU101870,Product Description 1870,weekly b flyer,66.8,28.75,47.6,4.41,81.29,183.84,8377.6,2108.46,25.17
SKU101871,Product Description 1871,cm promo,42.12,33.93,27.83,3.51,219.81,81.46,5204.21,1509.74,29.01
SKU101872,Product Description 1872,weekly b flyer,89.75,14.49,76.75,9.42,116.1,101.95,14505.75,4409.94,30.4
SKU101873,Product Description 1873,weekly a flyer,17.93,24.03,13.62,3.0,167.47,150.53,4249.44,1131.57,26.63
SKU101874,Product Description 1874,weekly a flyer,99.56,39.0,60.73,4.28,64.07,161.05,8320.01,2603.38,31.29
SKU101875,Product Description 1875,cm promo,13.65,16.15,11.44,4.13,128.2,184.82,2345.2,693.61,29.58
SKU101876,Product Description 1876,weekly a flyer,3.47,10.62,3.1,2.79,68.12,100.44,1178.0,197.8,16.79
SKU101877,Product Description 1877,temporary price reduction,89.22,22.88,68.81,2.57,238.02,40.38,22363.25,5522.17,24.69
SKU101878,Product Description 1878,vendor flyer,26.01,18.57,21.18,3.37,19.93,153.36,3579.42,494.47,13.81
SKU101879,Product Description 1879,cm promo,73.51,10.59,65.73,8.71,72.3,26.86,24320.1,2807.32,11.54
SKU101880,Product Description 1880,weekly b flyer,81.48,36.1,52.07,7.79,223.81,84.83,23952.2,2955.15,12.34
SKU101881,Product Description 1881,temporary price reduction,86.18,39.68,51.99,6.97,122.61,126.39,23343.51,7560.65,32.39
SKU101882,Product Description 1882,cm promo,99.18,24.9,74.48,4.84,152.02,138.99,15864.24,4095.1,25.81
SKU101883,Product Description 1883,weekly a flyer,30.82,32.11,20.92,5.32,164.66,147.14,7845.0,1878.75,23.95
SKU101884,Product Description 1884,weekly a flyer,71.6,35.07,46.49,3.04,22.38,40.32,8693.63,1254.86,14.43
SKU101885,Product Description 1885,weekly a flyer,13.31,29.53,9.38,1.21,9.35,196.37,2626.4,610.1,23.23
SKU101886,Product Description 1886,weekly a flyer,41.87,6.55,39.13,3.64,234.77,37.33,13656.37,4427.2,32.42
SKU101887,Product Description 1887,weekly b flyer,85.1,10.52,76.15,5.21,71.52,21.02,34419.8,8114.06,23.57
SKU101888,Product Description 1888,temporary price reduction,38.03,7.48,35.18,1.04,98.18,133.48,8830.18,3414.76,38.67
SKU101889,Product Description 1889,vendor flyer,59.93,5.35,56.73,1.34,172.11,182.18,7885.47,1180.92,14.98
SKU101890,Product Description 1890,weekly b flyer,51.37,15.71,43.3,3.0,62.89,112.76,12210.6,2810.88,23.02
SKU101891,Product Description 1891,weekly b flyer,65.3,18.73,53.07,3.99,184.6,119.91,26428.86,5404.3,20.45
SKU101892,Product Description 1892,vendor flyer,97.34,13.44,84.26,4.24,117.27,108.62,10363.98,3520.83,33.97
SKU101893,Product Description 1893,vendor flyer,7.46,7.26,6.92,1.62,214.87,10.46,3425.4,796.61,23.26
SKU101894,Product Description 1894,weekly a flyer,58.25,23.55,44.53,2.65,73.24,136.9,15051.14,3624.45,24.08
SKU101895,Product Description 1895,weekly b flyer,86.58,14.57,73.97,2.99,54.94,72.92,15829.58,3389.28,21.41
SKU101896,Product Description 1896,cm promo,49.18,32.86,33.02,1.14,208.76,187.26,13802.36,2012.03,14.58
SKU101897,Product Description 1897,vendor flyer,9.7,5.28,9.19,3.6,84.95,38.98,1746.1,297.95,17.06
SKU101898,Product Description 1898,vendor flyer,56.93,34.49,37.3,1.19,105.91,61.82,15181.1,3581.79,23.59
SKU101899,Product Description 1899,temporary price reduction,34.54,38.42,21.27,7.18,199.46,101.96,8486.73,1120.07,13.2
SKU101900,Product Description 1900,cm promo,17.18,30.06,12.01,4.17,160.72,96.52,1645.37,481.23,29.25
SKU101901,Product Description 1901,cm promo,85.21,30.68,59.07,3.6,113.22,81.26,23805.21,6004.5,25.22
SKU101902,Product Description 1902,vendor flyer,53.12,37.67,33.11,1.7,66.22,64.25,11323.62,2323.26,20.52
SKU101903,Product Description 1903,weekly a flyer,93.46,12.32,81.95,2.65,192.23,31.14,5572.6,1492.18,26.78
SKU101904,Product Description 1904,temporary price reduction,80.99,39.81,48.75,2.71,49.21,164.54,18086.25,5273.49,29.16
SKU101905,Product Description 1905,cm promo,69.91,32.07,47.49,9.86,232.43,90.86,3751.71,1374.18,36.63
SKU101906,Product Description 1906,vendor flyer,2.49,30.43,1.73,8.44,41.83,115.45,454.99,95.2,20.92
SKU101907,Product Description 1907,cm promo,43.93,17.64,36.18,0.64,202.21,110.22,16823.7,5757.37,34.22
SKU101908,Product Description 1908,temporary price reduction,21.35,24.1,16.2,6.36,108.94,115.95,7549.2,2706.57,35.85
SKU101909,Product Description 1909,temporary price reduction,91.26,27.89,65.81,2.93,50.57,141.56,19808.81,6841.05,34.54
SKU101910,Product Description 1910,weekly b flyer,19.11,26.71,14.01,1.49,103.58,126.62,3040.17,588.14,19.35
SKU101911,Product Description 1911,vendor flyer,30.03,29.67,21.12,7.2,59.28,56.23,4055.04,1453.7,35.85
SKU101912,Product Description 1912,temporary price reduction,52.65,7.88,48.5,1.75,38.32,111.63,11979.5,1283.35,10.71
SKU101913,Product Description 1913,weekly b flyer,27.81,17.45,22.96,4.72,63.59,50.41,9298.8,1603.46,17.24
SKU101914,Product Description 1914,weekly b flyer,22.57,20.19,18.01,6.51,217.51,118.59,7438.13,2098.89,28.22
SKU101915,Product Description 1915,cm promo,60.71,14.12,52.14,5.77,30.96,87.52,20073.9,4456.71,22.2
SKU101916,Product Description 1916,cm promo,10.72,11.04,9.54,9.79,243.27,9.8,1278.36,508.42,39.77
SKU101917,Product Description 1917,weekly b flyer,7.7,9.86,6.94,7.96,6.22,147.33,2796.82,410.13,14.66
SKU101918,Product Description 1918,cm promo,38.48,17.82,31.62,7.85,166.27,56.38,4837.86,1541.52,31.86
SKU101919,Product Description 1919,temporary price reduction,72.63,22.27,56.45,3.88,214.85,184.2,9427.15,3567.56,37.84
SKU101920,Product Description 1920,weekly a flyer,56.37,7.2,52.31,0.58,233.82,57.55,4550.97,785.34,17.26
