sku,sku_description,promo_type,regular_retail,discount_percent,promo_retail,margin_lift,sales_lift,volume_lift,sales_revenue,margin_dollars,margin_rate
SKU100239,Product Description 239,cm promo,70.24,17.23,58.14,3.13,247.16,77.19,3546.54,559.88,15.79
SKU100240,Product Description 240,weekly b flyer,35.31,8.99,32.13,4.6,244.43,124.2,12273.66,2982.67,24.3
SKU100241,Product Description 241,weekly a flyer,73.03,10.29,65.51,9.81,199.49,194.02,22666.46,8272.71,36.5
SKU100242,Product Description 242,weekly a flyer,8.4,12.89,7.32,1.14,166.56,146.07,1310.28,473.38,36.13
SKU100243,Product Description 243,weekly b flyer,32.9,13.78,28.37,5.43,146.56,184.68,9702.54,2318.35,23.89
SKU100244,Product Description 244,weekly b flyer,54.87,34.77,35.79,2.2,217.19,152.92,7945.38,945.73,11.9
SKU100245,Product Description 245,weekly b flyer,79.49,24.64,59.9,9.72,75.91,119.16,15394.3,4733.66,30.75
SKU100246,Product Description 246,temporary price reduction,33.24,23.32,25.49,1.58,119.58,40.02,12260.69,1705.92,13.91
SKU100247,Product Description 247,weekly a flyer,63.34,9.02,57.63,4.33,156.75,134.0,4206.99,718.43,17.08
SKU100248,Product Description 248,temporary price reduction,88.83,35.1,57.65,7.51,105.74,125.43,8532.2,2778.56,32.57
SKU100249,Product Description 249,weekly b flyer,62.35,30.3,43.46,7.19,109.73,121.29,19774.3,7694.14,38.91
SKU100250,Product Description 250,weekly a flyer,24.83,7.37,23.0,4.52,85.92,98.98,9315.0,3441.39,36.94
SKU100251,Product Description 251,temporary price reduction,4.39,29.77,3.08,3.79,143.24,106.67,579.04,105.07,18.15
SKU100252,Product Description 252,temporary price reduction,87.27,24.02,66.3,4.28,213.39,68.22,24066.9,8185.13,34.01
SKU100253,Product Description 253,weekly b flyer,4.08,7.86,3.76,3.01,54.37,104.82,838.48,242.0,28.86
SKU100254,Product Description 254,weekly a flyer,87.72,21.04,69.26,2.45,233.94,41.12,5402.28,1347.82,24.95
SKU100255,Product Description 255,weekly b flyer,53.84,21.96,42.01,5.09,173.83,161.42,19660.68,3585.31,18.24
SKU100256,Product Description 256,weekly a flyer,94.03,10.8,83.87,3.05,206.7,38.78,16103.04,5894.21,36.6
SKU100257,Product Description 257,cm promo,80.28,38.1,49.69,3.23,141.27,18.82,18136.85,5043.68,27.81
SKU100258,Product Description 258,vendor flyer,99.8,34.75,65.12,6.74,195.98,88.38,26048.0,6628.65,25.45
SKU100259,Product Description 259,vendor flyer,36.37,28.42,26.04,9.7,8.97,132.34,2369.64,563.39,23.78
SKU100260,Product Description 260,vendor flyer,77.18,21.18,60.83,6.23,205.5,88.67,21168.84,3270.41,15.45
SKU100261,Product Description 261,weekly b flyer,41.39,19.41,33.36,1.23,14.83,56.8,8573.52,2987.84,34.85
SKU100262,Product Description 262,cm promo,49.03,27.78,35.41,1.22,223.03,112.52,13420.39,2115.73,15.77
SKU100263,Product Description 263,weekly a flyer,63.5,24.09,48.2,9.54,248.03,70.71,23232.4,4463.79,19.21
SKU100264,Product Description 264,temporary price reduction,87.62,7.18,81.33,3.32,77.05,186.71,19600.53,4571.6,23.32
SKU100265,Product Description 265,weekly a flyer,98.44,22.94,75.86,1.37,56.53,184.68,15854.74,3014.65,19.01
SKU100266,Product Description 266,temporary price reduction,77.29,33.22,51.61,6.19,192.51,101.47,5831.93,1611.91,27.64
SKU100267,Product Description 267,weekly a flyer,42.94,21.07,33.89,6.42,66.99,66.92,9895.88,3547.48,35.85
SKU100268,Product Description 268,cm promo,43.29,6.82,40.34,6.66,217.06,147.95,12384.38,2480.23,20.03
SKU100269,Product Description 269,temporary price reduction,74.28,32.52,50.12,3.04,30.2,9.27,10074.12,2443.96,24.26
SKU100270,Product Description 270,weekly b flyer,25.4,12.05,22.34,0.64,35.86,96.0,5897.76,1227.84,20.82
SKU100271,Product Description 271,weekly a flyer,12.83,14.05,11.03,9.67,244.89,68.59,4092.13,1221.91,29.86
SKU100272,Product Description 272,weekly a flyer,36.75,10.76,32.79,2.88,170.09,184.27,7049.85,901.96,12.79
SKU100273,Product Description 273,temporary price reduction,30.15,16.56,25.16,6.92,212.49,4.38,2012.8,450.44,22.38
SKU100274,Product Description 274,weekly b flyer,31.04,31.49,21.27,7.21,84.46,111.46,8933.4,3344.48,37.44
SKU100275,Product Description 275,weekly b flyer,24.89,23.18,19.12,6.3,170.74,148.65,5372.72,1424.09,26.51
SKU100276,Product Description 276,cm promo,6.13,12.17,5.38,3.47,150.59,98.03,1780.78,308.24,17.31
SKU100277,Product Description 277,weekly b flyer,3.75,35.72,2.41,3.08,152.77,18.91,187.98,30.41,16.18
SKU100278,Product Description 278,weekly b flyer,98.8,35.79,63.44,6.18,172.22,194.55,15479.36,3894.93,25.16
SKU100279,Product Description 279,weekly b flyer,43.92,35.47,28.34,8.73,145.96,104.57,10854.22,1428.15,13.16
SKU100280,Product Description 280,vendor flyer,39.66,13.36,34.36,9.49,110.12,123.61,10479.8,3350.39,31.97
SKU100281,Product Description 281,cm promo,68.61,20.79,54.34,1.51,72.6,48.85,17932.2,4964.0,27.68
SKU100282,Product Description 282,weekly a flyer,23.39,39.47,14.16,1.97,193.3,97.73,4998.48,651.91,13.04
SKU100283,Product Description 283,temporary price reduction,95.1,32.02,64.65,9.47,60.44,86.97,23920.5,3136.53,13.11
SKU100284,Product Description 284,weekly a flyer,79.06,5.95,74.36,7.5,174.63,16.83,36138.96,7021.3,19.43
SKU100285,Product Description 285,cm promo,10.76,7.28,9.98,8.89,62.17,23.02,3712.56,528.32,14.23
SKU100286,Product Description 286,temporary price reduction,42.92,21.24,33.8,2.43,158.21,167.82,13351.0,4984.84,37.34
SKU100287,Product Description 287,cm promo,88.15,36.82,55.69,6.08,188.03,49.48,25116.19,3528.86,14.05
SKU100288,Product Description 288,weekly b flyer,94.58,23.85,72.02,7.16,58.58,40.6,31832.84,9671.26,30.38
SKU100289,Product Description 289,temporary price reduction,47.81,22.42,37.09,6.96,19.69,101.97,12721.87,4408.13,34.65
SKU100290,Product Description 290,weekly b flyer,62.11,8.69,56.71,4.38,37.09,154.21,7712.56,2531.18,32.82
SKU100291,Product Description 291,weekly a flyer,18.37,27.99,13.23,0.65,153.47,14.27,2619.54,719.35,27.46
SKU100292,Product Description 292,weekly a flyer,99.13,33.77,65.65,6.04,213.11,116.21,19563.7,6351.21,32.46
SKU100293,Product Description 293,temporary price reduction,24.7,18.31,20.18,2.9,16.02,25.6,7466.6,2268.58,30.38
SKU100294,Product Description 294,temporary price reduction,94.39,32.15,64.05,4.78,184.87,9.22,29078.7,10453.98,35.95
SKU100295,Product Description 295,cm promo,65.67,38.76,40.22,9.6,88.62,12.44,13353.04,4154.76,31.11
SKU100296,Product Description 296,cm promo,61.56,12.13,54.09,4.29,122.24,167.16,22230.99,5075.67,22.83
SKU100297,Product Description 297,weekly b flyer,52.24,23.32,40.06,8.48,232.57,25.36,17145.68,4585.51,26.74
SKU100298,Product Description 298,temporary price reduction,24.61,15.05,20.91,2.29,86.33,10.94,5164.77,1528.69,29.6
SKU100299,Product Description 299,weekly a flyer,19.3,32.75,12.98,6.89,119.01,88.7,1207.14,212.53,17.61
SKU100300,Product Description 300,cm promo,23.61,25.22,17.66,9.78,8.35,169.11,7152.3,943.72,13.19
SKU100301,Product Description 301,cm promo,20.27,27.21,14.75,1.47,24.99,53.96,1135.75,196.44,17.3
SKU100302,Product Description 302,weekly a flyer,78.4,32.93,52.59,0.58,68.35,85.5,25138.02,7551.46,30.04
SKU100303,Product Description 303,cm promo,36.31,18.86,29.46,4.62,11.82,9.9,1944.36,343.5,17.67
SKU100304,Product Description 304,weekly b flyer,7.67,37.03,4.83,1.38,159.69,90.92,850.08,301.27,35.44
SKU100305,Product Description 305,temporary price reduction,96.97,23.66,74.03,7.61,109.47,116.37,31684.84,11435.2,36.09
SKU100306,Product Description 306,weekly a flyer,88.61,10.53,79.28,9.19,139.3,115.04,17203.76,5097.68,29.63
SKU100307,Product Description 307,temporary price reduction,92.92,29.36,65.64,4.62,47.79,67.82,19232.52,3032.76,15.77
SKU100308,Product Description 308,cm promo,99.5,32.76,66.9,2.96,77.5,64.48,29168.4,9511.68,32.61
SKU100309,Product Description 309,cm promo,19.04,16.09,15.98,4.63,167.64,23.11,1997.5,761.1,38.1
SKU100310,Product Description 310,weekly a flyer,40.83,35.0,26.54,7.37,241.5,74.63,7431.2,2678.85,36.05
SKU100311,Product Description 311,weekly b flyer,76.31,36.72,48.29,0.59,17.35,21.7,12217.37,1739.47,14.24
SKU100312,Product Description 312,vendor flyer,70.21,14.69,59.89,6.1,223.14,153.79,29885.11,6271.84,20.99
SKU100313,Product Description 313,weekly a flyer,17.08,39.42,10.35,6.33,146.34,193.32,3073.95,996.08,32.4
SKU100314,Product Description 314,vendor flyer,81.95,9.92,73.82,6.56,143.16,194.07,25910.82,6047.88,23.34
SKU100315,Product Description 315,vendor flyer,24.0,12.07,21.1,2.8,127.57,173.28,5549.3,1341.41,24.17
SKU100316,Product Description 316,weekly b flyer,23.93,11.45,21.19,7.28,22.0,120.96,5594.16,1137.68,20.34
SKU100317,Product Description 317,vendor flyer,54.62,36.29,34.8,1.37,27.02,140.77,7203.6,2377.5,33.0
SKU100318,Product Description 318,vendor flyer,60.11,27.9,43.34,2.39,152.22,58.47,5114.12,719.45,14.07
SKU100319,Product Description 319,weekly b flyer,58.85,10.32,52.77,8.84,88.53,126.89,23324.34,7164.99,30.72
SKU100320,Product Description 320,vendor flyer,10.97,20.41,8.73,7.52,229.73,92.22,1169.82,224.33,19.18
SKU100321,Product Description 321,vendor flyer,87.99,26.54,64.64,0.63,104.61,97.44,20426.24,8071.69,39.52
SKU100322,Product Description 322,vendor flyer,28.03,7.92,25.81,2.86,40.1,152.04,3045.58,877.74,28.82
SKU100323,Product Description 323,weekly a flyer,14.69,35.88,9.42,2.54,180.11,57.82,1394.16,410.56,29.45
SKU100324,Product Description 324,weekly a flyer,89.1,33.13,59.58,3.07,76.87,64.97,23593.68,5590.63,23.7
SKU100325,Product Description 325,weekly a flyer,95.65,22.68,73.95,2.85,133.74,185.08,36901.05,13955.21,37.82
SKU100326,Product Description 326,weekly b flyer,86.49,38.85,52.89,1.09,175.97,13.13,14015.85,2284.03,16.3
SKU100327,Product Description 327,cm promo,81.33,19.62,65.37,4.86,225.56,98.16,30331.68,10150.97,33.47
SKU100328,Product Description 328,vendor flyer,66.21,39.44,40.09,7.46,199.09,182.73,8418.9,1657.59,19.69
SKU100329,Product Description 329,vendor flyer,55.98,28.38,40.09,6.26,170.71,122.85,18922.48,3009.36,15.9
SKU100330,Product Description 330,weekly b flyer,10.52,27.21,7.66,6.89,171.51,110.19,1095.38,253.51,23.14
SKU100331,Product Description 331,vendor flyer,42.03,10.81,37.49,1.27,236.75,51.45,8360.27,1485.91,17.77
SKU100332,Product Description 332,weekly a flyer,38.52,35.87,24.7,9.54,77.48,69.97,5285.8,1064.78,20.14
SKU100333,Product Description 333,cm promo,27.46,19.96,21.98,8.47,5.27,170.71,3604.72,1057.41,29.33
SKU100334,Product Description 334,temporary price reduction,72.9,10.68,65.12,8.15,71.63,112.73,17517.28,2756.21,15.73
SKU100335,Product Description 335,vendor flyer,50.6,5.44,47.85,8.32,58.38,103.92,23590.05,7350.41,31.16
SKU100336,Product Description 336,weekly a flyer,9.94,24.59,7.5,9.36,167.15,21.72,600.0,137.18,22.86
SKU100337,Product Description 337,temporary price reduction,23.58,23.46,18.05,5.67,160.26,5.17,1083.0,191.02,17.64
SKU100338,Product Description 338,cm promo,68.96,30.18,48.15,2.4,150.4,192.81,18874.8,5404.1,28.63
SKU100339,Product Description 339,temporary price reduction,9.46,36.16,6.04,6.36,8.98,76.64,2573.04,795.51,30.92
SKU100340,Product Description 340,weekly a flyer,85.42,7.78,78.77,7.56,183.55,121.44,14099.83,3696.92,26.22
SKU100341,Product Description 341,temporary price reduction,50.52,30.6,35.06,7.51,84.26,17.78,5399.24,834.78,15.46
SKU100342,Product Description 342,weekly b flyer,49.1,11.56,43.42,5.45,167.94,137.26,3299.92,399.37,12.1
SKU100343,Product Description 343,temporary price reduction,60.06,35.04,39.02,1.15,141.36,186.65,10769.52,2546.72,23.65
SKU100344,Product Description 344,vendor flyer,82.82,33.67,54.94,4.03,88.97,115.98,2801.94,564.76,20.16
SKU100345,Product Description 345,vendor flyer,36.09,23.93,27.45,9.25,37.97,26.97,11199.6,1444.95,12.9
SKU100346,Product Description 346,weekly b flyer,68.45,29.86,48.01,6.05,28.13,117.18,7201.5,2667.69,37.04
SKU100347,Product Description 347,weekly a flyer,57.44,16.0,48.25,5.61,208.72,153.74,3377.5,1115.85,33.04
SKU100348,Product Description 348,vendor flyer,28.17,21.49,22.12,3.05,230.01,82.47,2366.84,443.38,18.73
SKU100349,Product Description 349,cm promo,88.11,33.76,58.37,4.0,164.2,176.21,25566.06,3908.45,15.29
SKU100350,Product Description 350,vendor flyer,80.15,21.07,63.26,9.01,30.34,130.44,14486.54,2070.0,14.29
SKU100351,Product Description 351,vendor flyer,66.53,17.52,54.87,6.83,103.5,180.05,26227.86,7224.93,27.55
SKU100352,Product Description 352,weekly a flyer,85.36,22.3,66.33,7.98,183.59,125.45,25868.7,9654.15,37.32
SKU100353,Product Description 353,temporary price reduction,86.99,33.99,57.42,4.82,196.06,28.0,22853.16,6139.86,26.87
SKU100354,Product Description 354,vendor flyer,71.42,16.73,59.47,6.49,33.96,63.32,4103.43,1357.33,33.08
SKU100355,Product Description 355,weekly b flyer,84.03,11.08,74.72,2.86,5.01,41.96,22714.88,7101.6,31.26
SKU100356,Product Description 356,temporary price reduction,70.35,29.92,49.3,7.2,179.47,181.95,18043.8,3037.13,16.83
SKU100357,Product Description 357,cm promo,68.65,33.91,45.37,4.56,92.37,152.56,3947.19,1489.44,37.73
SKU100358,Product Description 358,weekly a flyer,62.62,8.52,57.28,4.7,67.35,135.93,11284.16,1712.1,15.17
SKU100359,Product Description 359,cm promo,75.77,13.4,65.62,6.67,8.16,61.59,4855.88,1319.34,27.17
SKU100360,Product Description 360,temporary price reduction,17.54,9.97,15.79,9.39,137.37,38.44,6868.65,1519.21,22.12
SKU100361,Product Description 361,temporary price reduction,88.33,17.18,73.16,1.11,213.53,151.78,12437.2,4640.37,37.31
SKU100362,Product Description 362,temporary price reduction,87.44,20.76,69.29,8.34,239.62,95.88,32219.85,9627.04,29.88
SKU100363,Product Description 363,cm promo,4.87,31.21,3.35,3.28,143.61,46.71,251.25,93.74,37.31
SKU100364,Product Description 364,temporary price reduction,82.93,27.79,59.88,4.72,131.04,124.09,13053.84,1455.98,11.15
SKU100365,Product Description 365,cm promo,14.63,26.73,10.72,0.71,25.84,9.99,3987.84,629.37,15.78
SKU100366,Product Description 366,temporary price reduction,34.84,17.33,28.8,3.36,139.47,66.58,7891.2,2068.36,26.21
SKU100367,Product Description 367,weekly b flyer,74.86,34.45,49.07,5.27,98.09,94.77,2453.5,816.82,33.29
SKU100368,Product Description 368,temporary price reduction,17.75,21.5,13.93,1.03,153.75,31.3,4959.08,594.91,12.0
SKU100369,Product Description 369,cm promo,82.16,39.27,49.9,5.17,100.24,196.96,15469.0,4588.43,29.66
SKU100370,Product Description 370,vendor flyer,83.55,27.19,60.83,9.31,63.87,43.4,3771.46,1326.44,35.17
SKU100371,Product Description 371,temporary price reduction,51.73,9.42,46.86,1.5,28.27,27.81,21180.72,4893.82,23.11
SKU100372,Product Description 372,vendor flyer,2.63,28.67,1.88,7.76,82.16,42.3,836.6,97.77,11.69
SKU100373,Product Description 373,weekly b flyer,30.13,16.38,25.2,4.39,28.68,154.27,2444.4,974.95,39.89
SKU100374,Product Description 374,weekly a flyer,62.46,29.02,44.33,6.72,48.34,86.25,20303.14,6670.85,32.86
SKU100375,Product Description 375,weekly b flyer,98.16,7.44,90.86,2.97,246.9,113.95,32891.32,3896.49,11.85
SKU100376,Product Description 376,temporary price reduction,63.92,11.12,56.81,2.02,113.81,6.16,23860.2,8319.44,34.87
SKU100377,Product Description 377,vendor flyer,27.46,34.95,17.86,2.02,135.31,8.82,6072.4,2222.66,36.6
SKU100378,Product Description 378,vendor flyer,64.13,12.95,55.82,1.17,219.04,90.27,21267.42,4869.04,22.89
SKU100379,Product Description 379,cm promo,54.92,34.3,36.08,2.26,248.91,163.7,5159.44,729.79,14.14
SKU100380,Product Description 380,vendor flyer,78.42,14.77,66.83,6.81,147.77,177.28,20717.3,5321.59,25.69
SKU100381,Product Description 381,cm promo,12.48,27.5,9.05,8.88,204.06,19.17,2959.35,300.76,10.16
SKU100382,Product Description 382,weekly a flyer,76.58,29.3,54.15,8.23,85.1,108.6,22093.2,4335.76,19.62
SKU100383,Product Description 383,temporary price reduction,55.04,22.94,42.41,7.01,79.91,182.82,10772.14,4069.47,37.78
SKU100384,Product Description 384,cm promo,96.37,15.69,81.25,1.55,103.66,78.82,19012.5,1942.13,10.22
SKU100385,Product Description 385,weekly a flyer,35.5,12.44,31.08,3.25,169.76,166.25,6961.92,1932.85,27.76
SKU100386,Product Description 386,vendor flyer,64.0,6.16,60.06,3.44,172.14,28.47,29249.22,9177.8,31.38
SKU100387,Product Description 387,vendor flyer,93.34,15.64,78.74,2.87,82.23,187.21,34330.64,7986.55,23.26
SKU100388,Product Description 388,weekly a flyer,12.05,27.86,8.69,5.39,37.64,150.78,3728.01,1150.87,30.87
SKU100389,Product Description 389,vendor flyer,93.85,37.84,58.34,5.59,159.94,188.38,20885.72,7812.57,37.41
SKU100390,Product Description 390,weekly a flyer,69.41,35.49,44.77,3.89,36.44,135.97,20773.28,8300.41,39.96
SKU100391,Product Description 391,cm promo,8.65,31.81,5.9,3.86,146.73,73.95,696.2,184.58,26.51
SKU100392,Product Description 392,cm promo,31.49,32.6,21.23,8.37,174.89,187.76,3248.19,483.79,14.89
SKU100393,Product Description 393,weekly a flyer,71.4,28.27,51.21,8.0,176.65,56.56,15106.95,3449.0,22.83
SKU100394,Product Description 394,cm promo,8.6,14.11,7.39,3.42,189.6,67.77,1551.9,155.56,10.02
SKU100395,Product Description 395,cm promo,59.05,36.75,37.35,9.18,218.85,140.76,9300.15,2919.74,31.39
SKU100396,Product Description 396,cm promo,35.9,28.48,25.68,9.55,127.49,153.53,6805.2,2149.51,31.59
SKU100397,Product Description 397,weekly b flyer,62.85,24.62,47.38,3.6,183.91,186.02,22884.54,8057.08,35.21
SKU100398,Product Description 398,temporary price reduction,6.48,8.88,5.9,3.87,156.7,42.55,1539.9,540.17,35.08
SKU100399,Product Description 399,vendor flyer,87.41,20.65,69.36,5.3,50.73,160.0,4508.4,1417.64,31.44
SKU100400,Product Description 400,weekly b flyer,97.4,21.11,76.84,9.44,11.29,148.23,32349.64,5245.43,16.21
SKU100401,Product Description 401,cm promo,96.95,35.26,62.77,8.83,74.71,14.63,23915.37,3067.7,12.83
SKU100402,Product Description 402,weekly a flyer,75.47,24.13,57.26,1.47,113.54,78.67,14544.04,1563.1,10.75
SKU100403,Product Description 403,cm promo,14.75,18.31,12.05,4.23,156.19,57.99,4988.7,1647.83,33.03
SKU100404,Product Description 404,temporary price reduction,76.31,39.19,46.41,5.76,213.24,62.29,4084.08,553.85,13.56
SKU100405,Product Description 405,cm promo,4.41,8.88,4.02,5.28,53.08,196.62,554.76,167.27,30.15
SKU100406,Product Description 406,weekly a flyer,4.17,19.79,3.34,2.34,35.76,129.27,1599.86,585.79,36.62
SKU100407,Product Description 407,temporary price reduction,33.71,6.47,31.53,8.66,241.05,144.1,9616.65,1336.64,13.9
SKU100408,Product Description 408,cm promo,49.89,30.9,34.48,6.93,31.47,195.37,10447.44,2185.27,20.92
SKU100409,Product Description 409,temporary price reduction,77.5,37.13,48.72,8.46,122.23,76.69,12910.8,4526.28,35.06
SKU100410,Product Description 410,vendor flyer,68.96,14.8,58.75,8.66,148.46,160.76,24498.75,6640.4,27.11
SKU100411,Product Description 411,vendor flyer,45.7,35.04,29.69,7.61,137.64,88.04,10450.88,3279.72,31.38
SKU100412,Product Description 412,cm promo,28.82,15.23,24.43,4.67,26.08,174.17,5399.03,966.22,17.9
SKU100413,Product Description 413,temporary price reduction,99.72,36.88,62.95,6.3,18.97,37.77,11708.7,3090.81,26.4
SKU100414,Product Description 414,weekly a flyer,43.77,31.39,30.03,2.02,30.84,189.64,13002.99,1342.12,10.32
SKU100415,Product Description 415,cm promo,46.24,33.17,30.9,6.9,148.47,45.32,7014.3,2690.52,38.36
SKU100416,Product Description 416,vendor flyer,18.04,5.63,17.02,2.2,138.36,66.59,2144.52,629.41,29.35
SKU100417,Product Description 417,vendor flyer,79.89,38.7,48.97,7.09,62.27,151.73,11605.89,2964.49,25.54
SKU100418,Product Description 418,cm promo,69.98,30.43,48.68,2.68,161.25,79.96,3115.52,775.95,24.91
SKU100419,Product Description 419,temporary price reduction,23.64,15.67,19.94,1.62,205.92,122.43,6799.54,2075.35,30.52
SKU100420,Product Description 420,vendor flyer,10.07,34.03,6.64,2.07,15.19,90.03,2443.52,442.83,18.12
SKU100421,Product Description 421,temporary price reduction,68.69,14.85,58.49,0.52,127.04,148.99,21875.26,3009.51,13.76
SKU100422,Product Description 422,vendor flyer,66.14,35.55,42.63,7.33,173.88,47.21,11211.69,1327.29,11.84
SKU100423,Product Description 423,vendor flyer,28.78,8.94,26.21,7.46,66.82,13.57,6735.97,1067.46,15.85
SKU100424,Product Description 424,weekly b flyer,95.18,29.63,66.98,5.39,80.4,61.39,14601.64,2114.7,14.48
SKU100425,Product Description 425,vendor flyer,16.8,23.92,12.78,2.03,155.34,95.91,4843.62,1137.46,23.48
SKU100426,Product Description 426,weekly a flyer,44.37,8.38,40.65,1.29,224.99,35.27,13373.85,2035.95,15.22
SKU100427,Product Description 427,cm promo,94.47,13.47,81.75,0.68,203.43,72.25,28939.5,8940.82,30.89
SKU100428,Product Description 428,cm promo,43.13,5.43,40.79,2.07,147.87,81.2,7954.05,2230.76,28.05
SKU100429,Product Description 429,temporary price reduction,64.58,21.41,50.76,8.96,183.9,13.36,15837.12,4829.15,30.49
SKU100430,Product Description 430,vendor flyer,40.96,15.54,34.59,2.79,94.38,117.49,1833.27,476.25,25.98
SKU100431,Product Description 431,weekly a flyer,28.87,25.94,21.38,3.87,162.04,177.1,2971.82,934.12,31.43
SKU100432,Product Description 432,temporary price reduction,98.43,15.4,83.27,1.5,119.21,32.05,9076.43,1012.17,11.15
SKU100433,Product Description 433,weekly b flyer,42.11,15.5,35.58,2.61,51.53,120.37,12808.8,3921.37,30.61
SKU100434,Product Description 434,temporary price reduction,89.62,31.01,61.83,5.43,176.93,133.62,4018.95,1489.37,37.06
SKU100435,Product Description 435,temporary price reduction,24.54,6.68,22.9,6.27,141.33,85.03,6320.4,1529.25,24.2
SKU100436,Product Description 436,vendor flyer,22.88,36.6,14.51,2.83,92.86,140.82,1131.78,433.32,38.29
SKU100437,Product Description 437,weekly b flyer,5.05,34.83,3.29,1.05,228.28,83.32,658.0,241.38,36.68
SKU100438,Product Description 438,temporary price reduction,65.86,28.37,47.17,4.21,10.13,101.92,13867.98,4634.45,33.42
SKU100439,Product Description 439,weekly a flyer,38.12,25.76,28.3,2.72,82.36,3.46,9027.7,2353.48,26.07
SKU100440,Product Description 440,weekly a flyer,86.71,36.23,55.29,2.59,18.94,138.96,7077.12,1911.0,27.0
SKU100441,Product Description 441,cm promo,48.37,11.49,42.81,9.62,192.8,132.95,20634.42,3303.41,16.01
SKU100442,Product Description 442,weekly b flyer,96.88,7.76,89.36,6.35,177.02,9.6,30203.68,5381.02,17.82
SKU100443,Product Description 443,weekly b flyer,20.18,13.38,17.48,5.79,86.18,74.91,3530.96,960.79,27.21
SKU100444,Product Description 444,cm promo,87.13,32.81,58.54,4.45,170.54,195.85,19084.04,5723.09,29.99
SKU100445,Product Description 445,temporary price reduction,78.11,6.21,73.26,4.57,102.0,85.31,32967.0,10056.89,30.51
SKU100446,Product Description 446,weekly b flyer,77.55,25.4,57.85,5.64,190.28,101.39,18974.8,3184.0,16.78
SKU100447,Product Description 447,weekly a flyer,84.79,39.84,51.01,7.12,116.27,182.17,5407.06,2078.36,38.44
SKU100448,Product Description 448,weekly a flyer,76.58,34.95,49.82,7.17,106.01,144.02,11707.7,4638.05,39.62
SKU100449,Product Description 449,vendor flyer,63.37,23.25,48.64,2.13,234.01,117.25,21742.08,3507.8,16.13
SKU100450,Product Description 450,weekly b flyer,14.86,7.23,13.79,5.25,66.47,159.97,1958.18,502.97,25.69
SKU100451,Product Description 451,temporary price reduction,5.19,34.1,3.42,4.41,34.51,173.14,1111.5,400.96,36.07
SKU100452,Product Description 452,cm promo,92.24,25.96,68.29,8.77,148.21,92.46,14136.03,4655.42,32.93
SKU100453,Product Description 453,cm promo,62.43,9.02,56.8,6.5,242.48,96.07,18403.2,2212.96,12.02
SKU100454,Product Description 454,temporary price reduction,80.06,8.29,73.43,5.56,97.57,78.44,16888.9,2400.74,14.21
SKU100455,Product Description 455,vendor flyer,49.19,36.84,31.07,1.6,20.2,193.41,12676.56,2371.33,18.71
SKU100456,Product Description 456,cm promo,13.5,28.42,9.66,6.25,88.13,140.04,4723.74,1206.12,25.53
SKU100457,Product Description 457,weekly b flyer,14.27,34.03,9.41,1.61,128.95,18.48,1185.66,289.19,24.39
SKU100458,Product Description 458,vendor flyer,69.19,35.76,44.44,3.7,44.67,172.87,8888.0,954.81,10.74
SKU100459,Product Description 459,weekly b flyer,44.17,25.01,33.12,1.86,166.24,97.15,16394.4,1807.79,11.03
SKU100460,Product Description 460,weekly a flyer,21.65,23.11,16.65,7.07,249.45,15.61,4778.55,1602.82,33.54
SKU100461,Product Description 461,vendor flyer,50.18,20.06,40.11,2.46,115.68,110.84,13557.18,2123.98,15.67
SKU100462,Product Description 462,cm promo,8.29,16.09,6.96,4.22,91.91,84.6,1948.8,664.2,34.08
SKU100463,Product Description 463,vendor flyer,59.03,20.21,47.1,9.01,103.17,175.79,3155.7,1060.12,33.59
SKU100464,Product Description 464,vendor flyer,28.36,32.09,19.26,2.44,33.21,42.39,2349.72,463.3,19.72
SKU100465,Product Description 465,vendor flyer,80.16,26.07,59.26,5.32,221.4,165.64,27615.16,7690.81,27.85
SKU100466,Product Description 466,vendor flyer,32.42,36.24,20.67,4.48,106.63,112.42,9611.55,1158.54,12.05
SKU100467,Product Description 467,weekly b flyer,46.61,20.52,37.05,0.67,99.88,12.81,8817.9,3291.7,37.33
SKU100468,Product Description 468,weekly a flyer,3.14,26.25,2.32,8.03,166.62,194.43,1129.84,278.55,24.65
SKU100469,Product Description 469,temporary price reduction,9.1,27.1,6.63,1.16,113.3,103.5,437.58,54.45,12.44
SKU100470,Product Description 470,vendor flyer,40.46,25.71,30.06,5.01,163.82,59.59,2044.08,263.21,12.88
SKU100471,Product Description 471,cm promo,49.03,29.59,34.52,5.83,20.05,94.94,9251.36,3266.11,35.3
SKU100472,Product Description 472,vendor flyer,60.8,13.31,52.71,6.47,204.36,171.86,19766.25,5732.38,29.0
SKU100473,Product Description 473,cm promo,30.58,22.93,23.57,7.04,235.42,62.37,3983.33,853.48,21.43
SKU100474,Product Description 474,weekly b flyer,70.11,8.65,64.05,2.91,163.95,40.15,9607.5,3383.58,35.22
SKU100475,Product Description 475,cm promo,86.29,18.46,70.36,0.59,238.87,27.56,5839.88,640.01,10.96
SKU100476,Product Description 476,temporary price reduction,78.43,22.07,61.12,7.37,42.1,60.98,8128.96,1020.8,12.56
SKU100477,Product Description 477,weekly a flyer,5.88,27.83,4.24,5.59,121.97,156.45,1941.92,679.51,34.99
SKU100478,Product Description 478,cm promo,49.09,38.27,30.3,8.44,152.44,95.38,7423.5,2699.58,36.37
