sku,sku_description,promo_type,regular_retail,discount_percent,promo_retail,margin_lift,sales_lift,volume_lift,sales_revenue,margin_dollars,margin_rate
SKU101227,Product Description 1227,weekly a flyer,74.75,16.03,62.77,1.43,112.66,151.64,5712.07,1284.87,22.49
SKU101228,Product Description 1228,weekly b flyer,24.38,23.97,18.54,2.78,197.29,65.67,3819.24,1472.75,38.56
SKU101229,Product Description 1229,cm promo,7.73,8.19,7.1,4.36,244.19,98.96,2726.4,587.24,21.54
SKU101230,Product Description 1230,weekly b flyer,31.39,28.76,22.36,8.73,63.76,189.25,2906.8,1055.38,36.31
SKU101231,Product Description 1231,vendor flyer,48.48,30.38,33.75,9.42,216.27,189.22,8673.75,2179.54,25.13
SKU101232,Product Description 1232,weekly a flyer,18.47,38.78,11.31,9.93,157.35,62.89,4105.53,817.72,19.92
SKU101233,Product Description 1233,vendor flyer,36.77,14.11,31.58,9.61,205.24,162.38,4263.3,1515.38,35.54
SKU101234,Product Description 1234,vendor flyer,41.2,5.65,38.87,0.56,164.64,119.6,10922.47,2740.28,25.09
SKU101235,Product Description 1235,cm promo,7.62,24.1,5.78,0.95,108.87,195.15,2866.88,753.35,26.28
SKU101236,Product Description 1236,weekly a flyer,59.16,29.74,41.57,1.9,60.88,96.57,9394.82,1176.93,12.53
SKU101237,Product Description 1237,weekly a flyer,88.67,32.66,59.71,3.81,22.16,155.39,9314.76,943.49,10.13
SKU101238,Product Description 1238,weekly a flyer,16.87,11.78,14.88,8.38,136.2,154.09,2797.44,569.72,20.37
SKU101239,Product Description 1239,weekly a flyer,60.59,14.16,52.01,8.98,247.63,100.49,7853.51,1127.31,14.35
SKU101240,Product Description 1240,weekly a flyer,67.14,22.94,51.74,2.27,185.82,159.53,18574.66,3825.18,20.59
SKU101241,Product Description 1241,cm promo,43.09,16.57,35.95,6.39,85.2,53.69,2840.05,389.41,13.71
SKU101242,Product Description 1242,weekly b flyer,70.71,35.12,45.88,9.21,207.67,26.21,11148.84,3010.39,27.0
SKU101243,Product Description 1243,vendor flyer,42.25,21.58,33.13,4.91,193.4,86.18,12258.1,2667.4,21.76
SKU101244,Product Description 1244,weekly a flyer,51.45,32.99,34.48,1.48,74.0,188.84,10102.64,1479.52,14.64
SKU101245,Product Description 1245,weekly b flyer,2.72,25.32,2.03,4.85,8.51,101.15,736.89,91.8,12.46
SKU101246,Product Description 1246,weekly b flyer,69.79,32.06,47.42,4.07,33.95,127.78,11096.28,4356.35,39.26
SKU101247,Product Description 1247,vendor flyer,66.81,16.64,55.69,5.99,219.94,125.58,19045.98,7024.43,36.88
SKU101248,Product Description 1248,cm promo,5.76,34.1,3.8,4.67,209.96,28.25,1124.8,135.71,12.07
SKU101249,Product Description 1249,temporary price reduction,38.09,14.61,32.53,0.66,77.33,79.28,5432.51,1246.48,22.94
SKU101250,Product Description 1250,temporary price reduction,97.95,24.11,74.33,9.94,74.87,141.97,36198.71,3726.38,10.29
SKU101251,Product Description 1251,weekly b flyer,43.23,12.49,37.83,5.66,199.25,194.45,4615.26,748.64,16.22
SKU101252,Product Description 1252,vendor flyer,51.19,21.64,40.11,5.0,234.75,35.27,4732.98,731.52,15.46
SKU101253,Product Description 1253,temporary price reduction,91.17,16.14,76.46,9.57,195.89,83.27,22249.86,6322.59,28.42
SKU101254,Product Description 1254,weekly b flyer,72.29,14.33,61.93,1.98,153.37,20.83,12447.93,4017.41,32.27
SKU101255,Product Description 1255,cm promo,59.04,38.84,36.11,2.3,64.45,49.99,13288.48,2930.41,22.05
SKU101256,Product Description 1256,temporary price reduction,80.18,10.6,71.68,8.18,133.81,76.6,10250.24,1397.01,13.63
SKU101257,Product Description 1257,weekly b flyer,86.71,32.56,58.48,2.98,62.21,109.05,28304.32,5159.61,18.23
SKU101258,Product Description 1258,weekly b flyer,46.78,39.45,28.33,8.09,202.96,47.65,9065.6,2342.07,25.83
SKU101259,Product Description 1259,weekly a flyer,48.56,5.7,45.79,3.08,99.81,47.06,21979.2,3825.26,17.4
SKU101260,Product Description 1260,cm promo,39.83,29.47,28.09,0.82,209.26,156.01,13455.11,2595.23,19.29
SKU101261,Product Description 1261,weekly a flyer,96.74,13.85,83.34,5.41,98.49,192.6,23168.52,2921.19,12.61
SKU101262,Product Description 1262,vendor flyer,70.32,6.42,65.81,2.37,206.92,66.08,5198.99,1668.53,32.09
SKU101263,Product Description 1263,weekly a flyer,10.16,19.1,8.22,7.7,86.66,138.22,1331.64,484.99,36.42
SKU101264,Product Description 1264,weekly a flyer,86.57,37.73,53.9,6.59,112.83,53.1,20697.6,5360.36,25.9
SKU101265,Product Description 1265,temporary price reduction,49.09,5.41,46.43,9.27,155.79,185.73,9146.71,2667.87,29.17
SKU101266,Product Description 1266,weekly b flyer,8.74,25.58,6.5,7.94,22.22,135.23,689.0,74.1,10.75
SKU101267,Product Description 1267,cm promo,55.87,22.55,43.27,2.22,237.31,160.93,9779.02,3889.59,39.77
SKU101268,Product Description 1268,weekly a flyer,42.88,35.57,27.63,8.1,145.53,11.77,9974.43,1196.78,12.0
SKU101269,Product Description 1269,cm promo,88.02,7.94,81.03,6.6,129.42,120.5,8508.15,965.47,11.35
SKU101270,Product Description 1270,weekly a flyer,21.99,28.85,15.65,6.86,210.65,106.47,7167.7,2757.5,38.47
SKU101271,Product Description 1271,vendor flyer,82.99,28.8,59.09,8.41,217.11,60.01,18554.26,2470.11,13.31
SKU101272,Product Description 1272,weekly a flyer,56.65,28.42,40.55,5.95,132.95,53.96,11597.3,3000.99,25.88
SKU101273,Product Description 1273,temporary price reduction,7.35,37.98,4.56,4.93,232.18,116.84,1491.12,253.72,17.02
SKU101274,Product Description 1274,weekly b flyer,97.24,33.81,64.37,6.55,20.86,141.88,8110.62,3051.4,37.62
SKU101275,Product Description 1275,vendor flyer,52.24,6.47,48.86,3.33,32.74,8.57,22964.2,2605.02,11.34
SKU101276,Product Description 1276,weekly a flyer,30.51,21.49,23.95,2.23,151.21,114.35,4143.35,902.15,21.77
SKU101277,Product Description 1277,cm promo,48.0,18.93,38.91,6.36,91.75,35.75,2996.07,390.66,13.04
SKU101278,Product Description 1278,vendor flyer,86.07,15.86,72.42,2.72,118.74,29.79,13832.22,2740.32,19.81
SKU101279,Product Description 1279,vendor flyer,31.88,20.8,25.25,1.26,85.38,125.38,5226.75,1248.97,23.9
SKU101280,Product Description 1280,weekly a flyer,20.88,18.45,17.03,0.51,104.16,63.55,3678.48,1281.04,34.83
SKU101281,Product Description 1281,vendor flyer,14.65,20.13,11.7,6.28,206.55,89.29,2737.8,948.96,34.66
SKU101282,Product Description 1282,cm promo,31.19,39.27,18.94,3.94,150.4,73.28,8295.72,2142.19,25.82
SKU101283,Product Description 1283,vendor flyer,78.44,8.1,72.08,7.65,249.35,130.37,4396.88,610.58,13.89
SKU101284,Product Description 1284,cm promo,48.22,37.28,30.24,4.06,197.79,95.08,14152.32,5171.74,36.54
SKU101285,Product Description 1285,weekly a flyer,24.29,21.81,18.99,5.12,72.05,192.76,4139.82,415.99,10.05
SKU101286,Product Description 1286,weekly b flyer,18.29,26.83,13.38,4.37,69.76,71.77,4923.84,675.68,13.72
SKU101287,Product Description 1287,vendor flyer,34.61,34.06,22.82,6.68,87.3,148.58,10839.5,3059.26,28.22
SKU101288,Product Description 1288,weekly b flyer,94.11,17.62,77.53,3.88,211.6,52.94,33337.9,10803.63,32.41
SKU101289,Product Description 1289,cm promo,35.62,20.06,28.47,9.66,11.69,102.73,14178.06,1749.59,12.34
SKU101290,Product Description 1290,vendor flyer,98.84,19.33,79.73,9.39,61.39,111.41,39705.54,14414.56,36.3
SKU101291,Product Description 1291,temporary price reduction,49.55,18.12,40.57,8.56,226.71,67.16,6288.35,1860.18,29.58
SKU101292,Product Description 1292,weekly b flyer,19.56,37.39,12.25,9.24,161.77,95.41,3711.75,1391.26,37.48
SKU101293,Product Description 1293,vendor flyer,89.33,34.01,58.95,4.77,60.58,57.3,28060.2,3197.78,11.4
SKU101294,Product Description 1294,weekly b flyer,47.11,8.81,42.96,5.6,58.69,3.19,21179.28,4547.47,21.47
SKU101295,Product Description 1295,vendor flyer,71.55,8.78,65.26,7.55,216.34,44.7,29562.78,8843.59,29.91
SKU101296,Product Description 1296,weekly a flyer,98.4,19.98,78.74,7.11,223.97,140.61,11574.78,3673.31,31.74
SKU101297,Product Description 1297,weekly b flyer,6.92,8.45,6.34,8.96,67.75,154.65,1065.12,284.14,26.68
SKU101298,Product Description 1298,temporary price reduction,11.48,26.67,8.42,7.31,108.03,57.48,2315.5,862.72,37.26
SKU101299,Product Description 1299,temporary price reduction,72.6,10.03,65.32,9.98,209.48,82.79,32398.72,4315.36,13.32
SKU101300,Product Description 1300,cm promo,29.62,23.28,22.72,3.81,193.9,9.4,9633.28,2376.7,24.67
SKU101301,Product Description 1301,vendor flyer,20.06,5.25,19.01,8.41,204.41,48.94,3821.01,697.22,18.25
SKU101302,Product Description 1302,weekly b flyer,5.86,16.08,4.92,7.13,132.01,156.29,1239.84,408.99,32.99
SKU101303,Product Description 1303,cm promo,4.14,28.7,2.95,7.07,228.33,121.99,625.4,155.65,24.89
SKU101304,Product Description 1304,weekly b flyer,77.9,21.94,60.81,3.6,84.86,42.74,21040.26,7083.71,33.67
SKU101305,Product Description 1305,vendor flyer,15.17,39.24,9.22,7.96,43.38,52.97,1576.62,244.65,15.52
SKU101306,Product Description 1306,temporary price reduction,47.84,35.59,30.81,9.05,178.64,163.73,2002.65,335.28,16.74
SKU101307,Product Description 1307,weekly a flyer,61.38,17.57,50.6,2.58,137.14,43.4,21606.2,7681.85,35.55
SKU101308,Product Description 1308,temporary price reduction,43.98,6.59,41.08,6.44,214.37,68.16,15815.8,5972.8,37.76
SKU101309,Product Description 1309,cm promo,4.66,34.6,3.05,4.23,24.88,133.54,472.75,72.21,15.27
SKU101310,Product Description 1310,weekly a flyer,78.78,36.89,49.72,9.9,211.7,113.1,15462.92,5676.52,36.71
SKU101311,Product Description 1311,cm promo,3.03,33.72,2.01,5.05,76.86,93.25,138.69,32.66,23.55
SKU101312,Product Description 1312,vendor flyer,76.67,9.48,69.4,2.67,165.44,180.15,33936.6,8133.04,23.97
SKU101313,Product Description 1313,weekly a flyer,89.54,39.93,53.79,4.13,14.83,45.5,15760.47,5344.64,33.91
SKU101314,Product Description 1314,cm promo,44.42,14.05,38.18,6.71,154.35,148.8,11186.74,2490.09,22.26
SKU101315,Product Description 1315,vendor flyer,54.48,30.35,37.95,1.22,180.73,33.49,16735.95,4170.15,24.92
SKU101316,Product Description 1316,temporary price reduction,48.74,36.78,30.81,6.23,95.34,123.92,8041.41,1988.18,24.72
SKU101317,Product Description 1317,vendor flyer,40.14,13.25,34.82,9.35,57.78,174.38,9505.86,2776.57,29.21
SKU101318,Product Description 1318,weekly b flyer,88.97,36.79,56.24,8.58,136.72,92.66,22608.48,3356.71,14.85
SKU101319,Product Description 1319,vendor flyer,89.61,15.83,75.42,1.14,209.13,145.41,23455.62,8788.56,37.47
SKU101320,Product Description 1320,vendor flyer,34.91,39.17,21.23,9.94,84.27,164.44,5710.87,1532.87,26.84
SKU101321,Product Description 1321,weekly b flyer,62.28,14.84,53.04,7.14,66.85,28.93,3023.28,973.66,32.21
SKU101322,Product Description 1322,cm promo,92.84,38.37,57.22,2.04,73.34,141.75,28323.9,4120.28,14.55
SKU101323,Product Description 1323,cm promo,96.28,6.87,89.66,0.62,237.54,184.13,5648.58,1878.02,33.25
SKU101324,Product Description 1324,vendor flyer,51.88,29.82,36.41,2.13,93.02,116.12,15874.76,2697.0,16.99
SKU101325,Product Description 1325,weekly b flyer,46.38,23.62,35.42,8.46,5.88,38.85,6340.18,1372.94,21.65
SKU101326,Product Description 1326,weekly b flyer,29.31,21.73,22.94,0.71,196.51,27.13,1628.74,224.05,13.76
SKU101327,Product Description 1327,temporary price reduction,95.97,12.82,83.66,2.71,176.32,53.43,22922.84,5085.7,22.19
SKU101328,Product Description 1328,cm promo,16.0,29.7,11.25,7.69,36.5,22.5,3195.0,744.61,23.31
SKU101329,Product Description 1329,weekly a flyer,58.82,11.68,51.95,6.07,246.3,103.65,20260.5,3234.81,15.97
SKU101330,Product Description 1330,cm promo,29.69,24.35,22.46,7.94,153.98,15.8,5570.08,1288.1,23.13
SKU101331,Product Description 1331,cm promo,29.34,13.86,25.27,7.59,127.69,46.23,4624.41,678.11,14.66
SKU101332,Product Description 1332,temporary price reduction,41.69,38.45,25.66,0.98,98.64,89.1,5824.82,2243.75,38.52
SKU101333,Product Description 1333,weekly a flyer,99.88,6.0,93.89,8.98,225.17,95.84,8731.77,2195.65,25.15
SKU101334,Product Description 1334,temporary price reduction,7.39,11.99,6.5,2.66,64.77,113.95,370.5,57.87,15.62
SKU101335,Product Description 1335,weekly a flyer,58.7,13.48,50.79,5.76,75.01,141.71,16709.91,2431.13,14.55
SKU101336,Product Description 1336,vendor flyer,10.09,19.49,8.12,6.62,34.99,11.35,617.12,92.43,14.98
SKU101337,Product Description 1337,weekly a flyer,17.14,13.15,14.89,2.1,190.98,17.96,7236.54,1582.53,21.87
SKU101338,Product Description 1338,temporary price reduction,45.08,22.2,35.07,9.77,150.91,14.05,3507.0,357.04,10.18
SKU101339,Product Description 1339,cm promo,52.03,35.54,33.54,5.14,154.22,85.78,15461.94,5343.4,34.56
SKU101340,Product Description 1340,weekly a flyer,27.36,29.92,19.17,1.05,58.53,10.29,9431.64,3279.03,34.77
SKU101341,Product Description 1341,weekly a flyer,33.01,25.3,24.66,9.4,164.54,149.72,2909.88,1135.3,39.02
SKU101342,Product Description 1342,weekly b flyer,10.52,8.12,9.67,6.07,192.54,46.15,3191.1,329.32,10.32
SKU101343,Product Description 1343,cm promo,31.72,29.29,22.43,7.14,92.68,187.96,2085.99,616.61,29.56
SKU101344,Product Description 1344,vendor flyer,96.72,10.82,86.25,5.49,201.33,98.31,19320.0,3311.13,17.14
SKU101345,Product Description 1345,temporary price reduction,94.58,32.52,63.82,8.43,90.45,90.37,10721.76,4096.64,38.21
SKU101346,Product Description 1346,vendor flyer,34.82,13.75,30.03,0.81,190.74,156.55,12432.42,3858.94,31.04
SKU101347,Product Description 1347,cm promo,57.94,19.6,46.59,3.05,13.26,143.2,19800.75,4214.51,21.28
SKU101348,Product Description 1348,weekly a flyer,91.14,17.27,75.4,4.96,140.04,122.25,23977.2,5816.05,24.26
SKU101349,Product Description 1349,weekly a flyer,2.61,35.06,1.69,1.23,242.53,187.16,388.7,131.25,33.77
SKU101350,Product Description 1350,cm promo,81.45,9.43,73.77,7.21,245.4,85.61,7524.54,1967.83,26.15
SKU101351,Product Description 1351,weekly a flyer,94.94,24.8,71.4,4.24,74.03,162.09,24418.8,8970.62,36.74
SKU101352,Product Description 1352,weekly a flyer,10.95,9.97,9.86,3.09,113.14,77.26,2366.4,561.28,23.72
SKU101353,Product Description 1353,weekly a flyer,17.82,29.67,12.53,0.53,20.43,167.99,3044.79,1129.37,37.09
SKU101354,Product Description 1354,temporary price reduction,96.15,36.68,60.88,7.34,218.97,53.38,25569.6,5349.66,20.92
SKU101355,Product Description 1355,temporary price reduction,54.68,20.21,43.63,8.42,144.3,59.27,3883.07,1372.25,35.34
SKU101356,Product Description 1356,weekly b flyer,3.39,22.08,2.64,4.25,99.35,136.22,335.28,79.08,23.59
SKU101357,Product Description 1357,vendor flyer,27.25,37.46,17.04,5.86,32.63,44.12,4055.52,1465.11,36.13
SKU101358,Product Description 1358,cm promo,46.09,23.23,35.38,2.66,236.96,47.37,5094.72,1425.44,27.98
SKU101359,Product Description 1359,cm promo,69.91,22.07,54.48,6.41,134.9,62.44,23916.72,7042.29,29.45
SKU101360,Product Description 1360,cm promo,73.85,25.24,55.21,0.62,74.32,136.43,4085.54,707.11,17.31
SKU101361,Product Description 1361,weekly b flyer,99.55,29.12,70.56,5.14,90.8,178.1,10725.12,2227.09,20.77
SKU101362,Product Description 1362,temporary price reduction,30.18,8.74,27.54,6.62,71.32,135.56,9666.54,1149.09,11.89
SKU101363,Product Description 1363,weekly b flyer,54.75,33.74,36.28,9.22,152.44,165.91,7546.24,931.41,12.34
SKU101364,Product Description 1364,cm promo,54.27,20.24,43.28,4.12,232.84,109.62,17614.96,3214.75,18.25
SKU101365,Product Description 1365,vendor flyer,41.75,7.53,38.61,7.77,214.89,15.65,9922.77,1675.2,16.88
SKU101366,Product Description 1366,weekly a flyer,18.58,32.52,12.54,6.18,117.79,21.89,6219.84,1321.88,21.25
SKU101367,Product Description 1367,temporary price reduction,97.79,18.19,80.0,9.31,207.49,111.77,31680.0,6098.43,19.25
SKU101368,Product Description 1368,temporary price reduction,85.63,8.51,78.34,4.28,108.66,66.9,11202.62,2406.7,21.48
SKU101369,Product Description 1369,weekly b flyer,50.84,27.18,37.02,3.53,66.82,45.67,13808.46,4231.89,30.65
SKU101370,Product Description 1370,temporary price reduction,61.12,35.8,39.24,8.93,245.94,94.32,3453.12,1017.96,29.48
SKU101371,Product Description 1371,cm promo,24.27,36.07,15.52,0.97,79.45,133.97,5975.2,1359.84,22.76
SKU101372,Product Description 1372,cm promo,55.29,38.52,33.99,1.8,84.31,78.23,7239.87,1331.75,18.39
SKU101373,Product Description 1373,weekly b flyer,70.11,35.37,45.31,1.28,247.47,160.9,19936.4,5545.59,27.82
SKU101374,Product Description 1374,cm promo,52.49,5.07,49.83,8.51,37.81,148.23,19433.7,6941.71,35.72
SKU101375,Product Description 1375,vendor flyer,99.05,18.31,80.92,0.6,191.33,147.51,30021.32,7870.84,26.22
SKU101376,Product Description 1376,weekly b flyer,61.91,33.65,41.08,8.69,234.27,197.07,4272.32,474.41,11.1
SKU101377,Product Description 1377,vendor flyer,38.36,17.82,31.52,4.79,130.39,60.46,3813.92,1280.61,33.58
SKU101378,Product Description 1378,weekly a flyer,77.67,26.05,57.43,0.54,5.62,129.66,5226.13,1072.82,20.53
SKU101379,Product Description 1379,vendor flyer,18.71,26.22,13.8,4.32,96.89,171.38,6348.0,668.05,10.52
SKU101380,Product Description 1380,weekly a flyer,39.68,17.78,32.63,2.27,32.33,116.75,14194.05,4075.52,28.71
SKU101381,Product Description 1381,weekly a flyer,36.0,36.66,22.8,6.43,106.97,158.32,8550.0,1142.58,13.36
SKU101382,Product Description 1382,vendor flyer,44.32,22.61,34.3,6.95,198.56,84.06,6208.3,874.11,14.08
SKU101383,Product Description 1383,weekly b flyer,78.61,21.27,61.89,5.13,112.48,118.92,4332.3,1292.27,29.83
SKU101384,Product Description 1384,cm promo,49.45,39.91,29.71,0.88,110.82,13.02,1485.5,550.3,37.04
SKU101385,Product Description 1385,cm promo,79.81,22.27,62.03,6.73,141.41,197.18,13336.45,4620.26,34.64
SKU101386,Product Description 1386,weekly a flyer,58.5,11.24,51.92,8.5,147.51,160.4,5659.28,1642.75,29.03
SKU101387,Product Description 1387,weekly a flyer,35.52,22.96,27.37,7.34,214.79,174.02,3421.25,384.07,11.23
SKU101388,Product Description 1388,weekly b flyer,81.38,33.49,54.13,8.38,80.55,139.47,7578.2,2407.33,31.77
SKU101389,Product Description 1389,temporary price reduction,25.35,32.19,17.19,2.4,206.31,38.84,7683.93,936.98,12.19
SKU101390,Product Description 1390,vendor flyer,23.99,32.6,16.17,8.94,143.65,8.14,4139.52,1430.58,34.56
SKU101391,Product Description 1391,weekly a flyer,51.44,29.78,36.12,3.56,78.63,173.2,4948.44,539.66,10.91
SKU101392,Product Description 1392,cm promo,27.56,13.9,23.73,0.63,77.31,80.47,3108.63,969.64,31.19
SKU101393,Product Description 1393,weekly b flyer,2.89,35.17,1.87,8.51,93.48,54.25,123.42,25.93,21.01
SKU101394,Product Description 1394,vendor flyer,65.53,36.27,41.76,9.45,157.56,113.21,15785.28,5984.08,37.91
SKU101395,Product Description 1395,weekly b flyer,52.09,11.8,45.95,6.73,61.55,85.34,22056.0,6839.58,31.01
SKU101396,Product Description 1396,vendor flyer,45.66,9.57,41.29,2.7,230.48,131.03,10694.11,3601.64,33.68
SKU101397,Product Description 1397,vendor flyer,96.76,39.15,58.88,2.89,145.85,97.79,21255.68,8480.48,39.9
SKU101398,Product Description 1398,weekly a flyer,57.98,35.39,37.46,4.93,230.4,140.05,16182.72,5712.0,35.3
SKU101399,Product Description 1399,weekly b flyer,86.62,36.26,55.21,9.03,16.37,170.98,5631.42,1250.56,22.21
SKU101400,Product Description 1400,weekly b flyer,15.67,36.02,10.03,1.92,88.94,40.72,1775.31,502.46,28.3
SKU101401,Product Description 1401,cm promo,57.78,23.96,43.94,8.35,10.59,67.23,8568.3,1569.96,18.32
SKU101402,Product Description 1402,cm promo,87.06,27.62,63.01,3.27,71.7,88.49,22242.53,4419.09,19.87
SKU101403,Product Description 1403,weekly a flyer,59.14,24.09,44.89,8.18,216.19,192.49,19841.38,3178.79,16.02
SKU101404,Product Description 1404,weekly a flyer,72.37,6.79,67.45,9.24,13.97,74.34,24214.55,3387.43,13.99
SKU101405,Product Description 1405,temporary price reduction,38.46,31.09,26.5,4.56,111.86,77.46,12402.0,1910.56,15.41
SKU101406,Product Description 1406,cm promo,11.06,22.69,8.55,3.97,33.8,131.39,2539.35,674.41,26.56
SKU101407,Product Description 1407,vendor flyer,46.87,27.67,33.9,8.12,107.13,85.0,16238.1,4991.29,30.74
SKU101408,Product Description 1408,weekly b flyer,40.66,22.59,31.47,5.53,210.52,190.34,1573.5,392.29,24.93
SKU101409,Product Description 1409,weekly a flyer,86.97,22.21,67.65,7.0,157.65,179.1,6088.5,1457.96,23.95
SKU101410,Product Description 1410,weekly b flyer,25.91,11.01,23.06,6.42,185.51,103.65,2813.32,861.01,30.6
SKU101411,Product Description 1411,weekly b flyer,96.74,14.75,82.47,1.95,90.53,129.67,17236.23,4102.19,23.8
SKU101412,Product Description 1412,temporary price reduction,95.9,10.56,85.77,8.53,236.38,13.49,22385.97,8243.99,36.83
SKU101413,Product Description 1413,cm promo,26.27,11.85,23.16,2.36,178.77,139.75,8847.12,2925.63,33.07
SKU101414,Product Description 1414,weekly a flyer,36.11,39.05,22.01,9.36,108.34,142.03,7593.45,1337.86,17.62
SKU101415,Product Description 1415,weekly b flyer,89.76,10.36,80.46,2.88,109.48,73.12,15126.48,5220.91,34.52
SKU101416,Product Description 1416,weekly a flyer,96.73,14.42,82.78,7.47,230.08,45.5,40976.1,14681.27,35.83
SKU101417,Product Description 1417,vendor flyer,45.46,25.67,33.79,3.2,146.22,183.19,16185.41,5078.93,31.38
SKU101418,Product Description 1418,temporary price reduction,33.46,26.36,24.64,3.52,178.06,86.49,8697.92,2510.96,28.87
SKU101419,Product Description 1419,vendor flyer,53.56,10.39,48.0,3.45,107.17,131.43,4416.0,1331.14,30.14
SKU101420,Product Description 1420,weekly a flyer,69.4,32.78,46.65,7.6,59.8,8.6,10636.2,3059.17,28.76
SKU101421,Product Description 1421,weekly a flyer,28.8,32.48,19.45,5.79,182.27,83.99,4629.1,1657.34,35.8
SKU101422,Product Description 1422,cm promo,74.17,13.31,64.3,8.89,153.92,163.82,18968.5,6646.21,35.04
SKU101423,Product Description 1423,weekly b flyer,7.06,15.1,5.99,3.42,127.83,78.74,2078.53,684.35,32.92
SKU101424,Product Description 1424,weekly b flyer,6.83,37.83,4.25,7.07,157.89,121.43,862.75,241.05,27.94
SKU101425,Product Description 1425,vendor flyer,39.86,33.9,26.35,7.65,56.03,43.55,4031.55,1206.36,29.92
SKU101426,Product Description 1426,temporary price reduction,36.64,29.42,25.86,1.94,199.51,84.47,1551.6,252.29,16.26
SKU101427,Product Description 1427,weekly b flyer,32.93,7.88,30.34,4.31,237.3,185.67,2245.16,544.1,24.23
SKU101428,Product Description 1428,cm promo,50.12,19.64,40.28,5.09,223.32,114.16,13896.6,3158.55,22.73
SKU101429,Product Description 1429,vendor flyer,33.43,24.58,25.21,3.88,83.75,180.58,1865.54,432.47,23.18
SKU101430,Product Description 1430,vendor flyer,20.84,11.56,18.43,3.56,104.47,180.6,2451.19,687.23,28.04
SKU101431,Product Description 1431,cm promo,32.33,20.69,25.64,7.02,203.06,188.94,3974.2,420.69,10.59
SKU101432,Product Description 1432,temporary price reduction,97.54,26.04,72.14,2.55,150.8,179.29,20920.6,8133.96,38.88
SKU101433,Product Description 1433,cm promo,42.29,16.46,35.33,7.24,139.24,2.65,5935.44,1989.85,33.52
SKU101434,Product Description 1434,temporary price reduction,45.58,32.33,30.84,9.38,232.03,186.93,4841.88,1523.27,31.46
SKU101435,Product Description 1435,cm promo,58.5,34.42,38.37,5.87,136.33,29.22,14542.23,1972.08,13.56
SKU101436,Product Description 1436,cm promo,98.37,16.33,82.31,6.31,131.16,9.91,18848.99,2343.67,12.43
SKU101437,Product Description 1437,weekly a flyer,25.68,34.35,16.86,1.15,15.29,12.97,7047.48,1030.12,14.62
SKU101438,Product Description 1438,vendor flyer,68.77,8.63,62.84,8.71,22.01,71.09,11311.2,3109.62,27.49
SKU101439,Product Description 1439,cm promo,72.17,34.32,47.4,3.21,6.82,124.92,16305.6,2048.19,12.56
SKU101440,Product Description 1440,cm promo,61.52,10.35,55.15,6.34,228.74,81.66,7721.0,2860.23,37.04
SKU101441,Product Description 1441,weekly b flyer,10.68,7.9,9.84,9.8,105.05,7.06,4605.12,940.69,20.43
SKU101442,Product Description 1442,vendor flyer,68.33,27.46,49.57,6.16,119.8,96.34,14375.3,1708.26,11.88
SKU101443,Product Description 1443,weekly b flyer,8.28,21.52,6.5,7.38,212.12,89.54,1924.0,333.87,17.35
SKU101444,Product Description 1444,vendor flyer,60.42,36.78,38.2,4.73,154.27,151.86,8289.4,2624.75,31.66
SKU101445,Product Description 1445,weekly b flyer,74.48,17.71,61.29,1.07,154.33,57.36,16670.88,3079.92,18.47
SKU101446,Product Description 1446,cm promo,22.68,15.05,19.27,8.08,77.65,45.07,6301.29,1963.3,31.16
SKU101447,Product Description 1447,cm promo,84.48,22.53,65.45,0.83,209.31,52.68,15642.55,5733.39,36.65
SKU101448,Product Description 1448,weekly a flyer,4.97,20.96,3.93,7.16,45.63,62.14,267.24,49.39,18.48
SKU101449,Product Description 1449,weekly b flyer,84.69,17.05,70.25,0.72,18.02,120.63,4425.75,1532.34,34.62
SKU101450,Product Description 1450,temporary price reduction,47.11,29.28,33.32,8.69,51.94,95.36,9729.44,3567.6,36.67
SKU101451,Product Description 1451,weekly a flyer,23.32,31.58,15.95,2.0,70.6,68.71,2520.1,590.89,23.45
SKU101452,Product Description 1452,weekly b flyer,15.11,34.85,9.84,5.39,74.17,76.11,4752.72,1016.19,21.38
SKU101453,Product Description 1453,weekly b flyer,95.42,39.05,58.16,6.17,169.28,75.44,13900.24,5347.19,38.47
SKU101454,Product Description 1454,weekly a flyer,9.12,14.33,7.81,4.85,58.37,194.54,2085.27,831.31,39.87
SKU101455,Product Description 1455,cm promo,21.51,30.06,15.04,3.74,170.78,48.13,5233.92,708.56,13.54
SKU101456,Product Description 1456,weekly b flyer,36.09,18.8,29.31,4.94,27.33,163.98,10551.6,3855.81,36.54
SKU101457,Product Description 1457,cm promo,62.78,28.7,44.76,3.46,41.06,142.23,12756.6,2868.07,22.48
SKU101458,Product Description 1458,weekly a flyer,55.39,21.66,43.39,4.66,129.66,3.1,9415.63,1072.78,11.39
SKU101459,Product Description 1459,cm promo,14.31,39.78,8.62,3.91,230.86,198.65,2732.54,673.37,24.64
SKU101460,Product Description 1460,vendor flyer,30.39,30.51,21.12,5.88,215.59,151.77,5111.04,1830.06,35.81
SKU101461,Product Description 1461,temporary price reduction,25.4,38.34,15.66,2.76,242.34,137.13,4557.06,1284.88,28.2
SKU101462,Product Description 1462,weekly b flyer,22.93,34.22,15.08,9.89,164.37,82.25,3181.88,677.06,21.28
SKU101463,Product Description 1463,temporary price reduction,42.29,36.6,26.81,5.26,170.57,111.93,11072.53,1895.04,17.11
